ID_NOMINA,ID_FUNCIONARIO,HORAS_ORDINARIAS,HORAS_EXTRAS,VALOR_HORAS_EXTRAS,VALOR_HORAS_ORDINARIAS
1,5122,96,7,5300,3658
1,5123,96,5,5300,3658
1,5124,96,2,5300,3658
1,5125,96,8,5300,3658
1,5126,96,7,5300,3658
1,5127,96,6,5300,3658
1,5128,96,7,5300,3658
1,5129,96,6,5300,3658
1,5130,96,0,5300,3658
1,5131,96,7,5300,3658
1,5132,96,2,5300,3658
1,5133,96,1,5300,3658
1,5134,96,9,5300,3658
1,5135,96,1,5300,3658
1,5136,96,12,5300,3658
1,5137,96,11,5300,3658
1,5138,96,4,5300,3658
1,5139,96,1,5300,3658
1,5140,96,7,5300,3658
1,5141,96,12,5300,3658
1,5142,96,9,5300,3658
1,5143,96,8,5300,3658
1,5144,96,3,5300,3658
1,5145,96,3,5300,3658
1,5146,96,6,5300,3658
1,5147,96,0,5300,3658
1,5148,96,12,5300,3658
1,5149,96,1,5300,3658
1,5150,96,12,5300,3658
1,5151,96,2,5300,3658
1,5152,96,12,5300,3658
1,5153,96,11,5300,3658
1,5154,96,8,5300,3658
1,5155,96,7,5300,3658
1,5156,96,3,5300,3658
1,5157,96,0,5300,3658
1,5158,96,8,5300,3658
1,5159,96,8,5300,3658
1,5160,96,4,5300,3658
1,5161,96,7,5300,3658
1,5162,96,3,5300,3658
1,5163,96,0,5300,3658
1,5164,96,10,5300,3658
1,5165,96,6,5300,3658
1,5166,96,6,5300,3658
1,5167,96,6,5300,3658
1,5168,96,10,5300,3658
1,5169,96,8,5300,3658
1,5170,96,1,5300,3658
1,5171,96,7,5300,3658
1,5172,96,2,5300,3658
1,5173,96,6,5300,3658
1,5174,96,7,5300,3658
1,5175,96,6,5300,3658
1,5176,96,10,5300,3658
1,5177,96,5,5300,3658
1,5178,96,11,5300,3658
1,5179,96,0,5300,3658
1,5180,96,7,5300,3658
1,5181,96,6,5300,3658
1,5182,96,4,5300,3658
1,5183,96,5,5300,3658
1,5184,96,9,5300,3658
1,5185,96,2,5300,3658
1,5186,96,6,5300,3658
1,5187,96,6,5300,3658
1,5188,96,2,5300,3658
1,5189,96,10,5300,3658
1,5190,96,9,5300,3658
1,5191,96,7,5300,3658
1,5192,96,11,5300,3658
1,5193,96,2,5300,3658
1,5194,96,11,5300,3658
1,5195,96,5,5300,3658
1,5196,96,1,5300,3658
1,5197,96,11,5300,3658
1,5198,96,5,5300,3658
1,5199,96,1,5300,3658
1,5200,96,0,5300,3658
1,5201,96,3,5300,3658
1,5202,96,0,5300,3658
1,5203,96,12,5300,3658
1,5204,96,12,5300,3658
1,5205,96,8,5300,3658
1,5206,96,12,5300,3658
1,5207,96,6,5300,3658
1,5208,96,2,5300,3658
1,5209,96,4,5300,3658
1,5210,96,8,5300,3658
1,5211,96,3,5300,3658
1,5212,96,12,5300,3658
1,5213,96,11,5300,3658
1,5214,96,9,5300,3658
1,5215,96,9,5300,3658
1,5216,96,5,5300,3658
1,5217,96,7,5300,3658
1,5218,96,5,5300,3658
1,5219,96,5,5300,3658
1,5220,96,10,5300,3658
1,5221,96,12,5300,3658
1,5222,96,12,5300,3658
1,5223,96,1,5300,3658
1,5224,96,9,5300,3658
1,5225,96,5,5300,3658
1,5226,96,9,5300,3658
1,5227,96,7,5300,3658
1,5228,96,0,5300,3658
1,5229,96,4,5300,3658
1,5230,96,0,5300,3658
1,5231,96,9,5300,3658
1,5232,96,1,5300,3658
1,5233,96,2,5300,3658
1,5234,96,10,5300,3658
1,5235,96,6,5300,3658
1,5236,96,2,5300,3658
1,5237,96,5,5300,3658
1,5238,96,0,5300,3658
1,5239,96,12,5300,3658
1,5240,96,5,5300,3658
1,5241,96,10,5300,3658
1,5242,96,6,5300,3658
1,5243,96,11,5300,3658
1,5244,96,8,5300,3658
1,5245,96,3,5300,3658
1,5246,96,5,5300,3658
1,5247,96,3,5300,3658
1,5248,96,3,5300,3658
1,5249,96,5,5300,3658
1,5250,96,8,5300,3658
1,5251,96,11,5300,3658
1,5252,96,7,5300,3658
1,5253,96,10,5300,3658
1,5254,96,4,5300,3658
1,5255,96,0,5300,3658
1,5256,96,10,5300,3658
1,5257,96,3,5300,3658
1,5258,96,3,5300,3658
1,5259,96,3,5300,3658
1,5260,96,6,5300,3658
1,5261,96,7,5300,3658
1,5262,96,3,5300,3658
1,5263,96,2,5300,3658
1,5264,96,6,5300,3658
1,5265,96,11,5300,3658
1,5266,96,3,5300,3658
1,5267,96,8,5300,3658
1,5268,96,5,5300,3658
1,5269,96,3,5300,3658
1,5270,96,9,5300,3658
1,5271,96,2,5300,3658
1,5272,96,7,5300,3658
1,5273,96,8,5300,3658
1,5274,96,2,5300,3658
1,5275,96,4,5300,3658
1,5276,96,4,5300,3658
1,5277,96,3,5300,3658
1,5278,96,7,5300,3658
1,5279,96,9,5300,3658
1,5280,96,11,5300,3658
1,5281,96,10,5300,3658
1,5282,96,5,5300,3658
1,5283,96,1,5300,3658
1,5284,96,6,5300,3658
1,5285,96,5,5300,3658
1,5286,96,2,5300,3658
1,5287,96,6,5300,3658
1,5288,96,5,5300,3658
1,5289,96,12,5300,3658
1,5290,96,0,5300,3658
1,5291,96,10,5300,3658
1,5292,96,8,5300,3658
1,5293,96,4,5300,3658
1,5294,96,5,5300,3658
1,5295,96,11,5300,3658
1,5296,96,8,5300,3658
1,5297,96,7,5300,3658
1,5298,96,4,5300,3658
1,5299,96,12,5300,3658
1,5300,96,2,5300,3658
1,5301,96,0,5300,3658
1,5302,96,12,5300,3658
1,5303,96,3,5300,3658
1,5304,96,8,5300,3658
1,5305,96,11,5300,3658
1,5306,96,11,5300,3658
1,5307,96,8,5300,3658
1,5308,96,2,5300,3658
1,5309,96,7,5300,3658
1,5310,96,8,5300,3658
1,5311,96,2,5300,3658
1,5312,96,4,5300,3658
1,5313,96,8,5300,3658
1,5314,96,10,5300,3658
1,5315,96,9,5300,3658
1,5316,96,9,5300,3658
1,5317,96,12,5300,3658
1,5318,96,1,5300,3658
1,5319,96,2,5300,3658
1,5320,96,7,5300,3658
1,5321,96,10,5300,3658
1,5322,96,3,5300,3658
1,5323,96,1,5300,3658
1,5324,96,3,5300,3658
1,5325,96,3,5300,3658
1,5326,96,7,5300,3658
1,5327,96,5,5300,3658
1,5328,96,9,5300,3658
1,5329,96,8,5300,3658
1,5330,96,1,5300,3658
1,5331,96,4,5300,3658
1,5332,96,2,5300,3658
1,5333,96,7,5300,3658
1,5334,96,1,5300,3658
1,5335,96,4,5300,3658
1,5336,96,7,5300,3658
1,5337,96,2,5300,3658
1,5338,96,9,5300,3658
1,5339,96,1,5300,3658
1,5340,96,11,5300,3658
1,5341,96,8,5300,3658
1,5342,96,7,5300,3658
1,5343,96,10,5300,3658
1,5344,96,12,5300,3658
1,5345,96,4,5300,3658
1,5346,96,12,5300,3658
1,5347,96,12,5300,3658
1,5348,96,3,5300,3658
1,5349,96,8,5300,3658
1,5350,96,3,5300,3658
1,5351,96,12,5300,3658
1,5352,96,1,5300,3658
1,5353,96,1,5300,3658
1,5354,96,10,5300,3658
1,5355,96,10,5300,3658
1,5356,96,8,5300,3658
1,5357,96,3,5300,3658
1,5358,96,7,5300,3658
1,5359,96,2,5300,3658
1,5360,96,11,5300,3658
1,5361,96,3,5300,3658
1,5362,96,12,5300,3658
1,5363,96,7,5300,3658
1,5364,96,5,5300,3658
1,5365,96,3,5300,3658
1,5366,96,0,5300,3658
1,5367,96,1,5300,3658
1,5368,96,1,5300,3658
1,5369,96,7,5300,3658
1,5370,96,3,5300,3658
1,5371,96,8,5300,3658
1,5372,96,0,5300,3658
1,5373,96,2,5300,3658
1,5374,96,12,5300,3658
1,5375,96,3,5300,3658
1,5376,96,2,5300,3658
1,5377,96,6,5300,3658
1,5378,96,0,5300,3658
1,5379,96,4,5300,3658
1,5380,96,4,5300,3658
1,5381,96,12,5300,3658
1,5382,96,0,5300,3658
1,5383,96,6,5300,3658
1,5384,96,12,5300,3658
1,5385,96,8,5300,3658
1,5386,96,5,5300,3658
1,5387,96,8,5300,3658
1,5388,96,8,5300,3658
1,5389,96,1,5300,3658
1,5390,96,5,5300,3658
1,5391,96,6,5300,3658
1,5392,96,12,5300,3658
1,5393,96,7,5300,3658
1,5394,96,1,5300,3658
1,5395,96,10,5300,3658
1,5396,96,10,5300,3658
1,5397,96,4,5300,3658
1,5398,96,1,5300,3658
1,5399,96,9,5300,3658
1,5400,96,2,5300,3658
1,5401,96,9,5300,3658
1,5402,96,10,5300,3658
1,5403,96,6,5300,3658
1,5404,96,7,5300,3658
1,5405,96,3,5300,3658
1,5406,96,6,5300,3658
1,5407,96,6,5300,3658
1,5408,96,3,5300,3658
1,5409,96,8,5300,3658
1,5410,96,9,5300,3658
1,5411,96,6,5300,3658
1,5412,96,1,5300,3658
1,5413,96,1,5300,3658
1,5414,96,6,5300,3658
1,5415,96,1,5300,3658
1,5416,96,1,5300,3658
1,5417,96,11,5300,3658
1,5418,96,1,5300,3658
1,5419,96,4,5300,3658
1,5420,96,12,5300,3658
1,5421,96,4,5300,3658
1,5422,96,1,5300,3658
1,5423,96,0,5300,3658
1,5424,96,3,5300,3658
1,5425,96,8,5300,3658
1,5426,96,10,5300,3658
1,5427,96,0,5300,3658
1,5428,96,8,5300,3658
1,5429,96,6,5300,3658
1,5430,96,11,5300,3658
1,5431,96,4,5300,3658
1,5432,96,2,5300,3658
1,5433,96,1,5300,3658
1,5434,96,8,5300,3658
1,5435,96,8,5300,3658
1,5436,96,7,5300,3658
1,5437,96,4,5300,3658
1,5438,96,4,5300,3658
1,5439,96,0,5300,3658
1,5440,96,2,5300,3658
1,5441,96,4,5300,3658
1,5442,96,10,5300,3658
1,5443,96,7,5300,3658
1,5444,96,6,5300,3658
1,5445,96,1,5300,3658
1,5446,96,10,5300,3658
1,5447,96,9,5300,3658
1,5448,96,2,5300,3658
1,5449,96,9,5300,3658
1,5450,96,3,5300,3658
1,5451,96,0,5300,3658
1,5452,96,12,5300,3658
1,5453,96,11,5300,3658
1,5454,96,0,5300,3658
1,5455,96,9,5300,3658
1,5456,96,1,5300,3658
1,5457,96,5,5300,3658
1,5458,96,12,5300,3658
1,5459,96,10,5300,3658
1,5460,96,2,5300,3658
1,5461,96,8,5300,3658
1,5462,96,4,5300,3658
1,5463,96,2,5300,3658
1,5464,96,8,5300,3658
1,5465,96,0,5300,3658
1,5466,96,2,5300,3658
1,5467,96,5,5300,3658
1,5468,96,1,5300,3658
1,5469,96,12,5300,3658
1,5470,96,6,5300,3658
1,5471,96,6,5300,3658
1,5472,96,1,5300,3658
1,5473,96,11,5300,3658
1,5474,96,1,5300,3658
1,5475,96,10,5300,3658
1,5476,96,12,5300,3658
1,5477,96,9,5300,3658
1,5478,96,11,5300,3658
1,5479,96,3,5300,3658
1,5480,96,1,5300,3658
1,5481,96,7,5300,3658
1,5482,96,8,5300,3658
1,5483,96,2,5300,3658
1,5484,96,4,5300,3658
1,5485,96,10,5300,3658
1,5486,96,2,5300,3658
1,5487,96,9,5300,3658
1,5488,96,5,5300,3658
1,5489,96,12,5300,3658
1,5490,96,3,5300,3658
1,5491,96,1,5300,3658
1,5492,96,12,5300,3658
1,5493,96,6,5300,3658
1,5494,96,2,5300,3658
1,5495,96,5,5300,3658
1,5496,96,1,5300,3658
1,5497,96,1,5300,3658
1,5498,96,0,5300,3658
1,5499,96,8,5300,3658
1,5500,96,10,5300,3658
1,5501,96,6,5300,3658
1,5502,96,7,5300,3658
1,5503,96,3,5300,3658
1,5504,96,6,5300,3658
1,5505,96,3,5300,3658
1,5506,96,9,5300,3658
1,5507,96,9,5300,3658
1,5508,96,4,5300,3658
1,5509,96,4,5300,3658
1,5510,96,8,5300,3658
1,5511,96,4,5300,3658
1,5512,96,6,5300,3658
1,5513,96,4,5300,3658
1,5514,96,8,5300,3658
1,5515,96,12,5300,3658
1,5516,96,6,5300,3658
1,5517,96,3,5300,3658
1,5518,96,5,5300,3658
1,5519,96,11,5300,3658
1,5520,96,6,5300,3658
1,5521,96,11,5300,3658
1,5522,96,7,5300,3658
1,5523,96,9,5300,3658
1,5524,96,6,5300,3658
1,5525,96,5,5300,3658
1,5526,96,1,5300,3658
1,5527,96,10,5300,3658
1,5528,96,6,5300,3658
1,5529,96,3,5300,3658
1,5530,96,10,5300,3658
1,5531,96,10,5300,3658
1,5532,96,1,5300,3658
1,5533,96,0,5300,3658
1,5534,96,1,5300,3658
1,5535,96,7,5300,3658
1,5536,96,12,5300,3658
1,5537,96,4,5300,3658
1,5538,96,7,5300,3658
1,5539,96,1,5300,3658
1,5540,96,4,5300,3658
1,5541,96,11,5300,3658
1,5542,96,8,5300,3658
1,5543,96,11,5300,3658
1,5544,96,11,5300,3658
1,5545,96,3,5300,3658
1,5546,96,4,5300,3658
1,5547,96,4,5300,3658
1,5548,96,9,5300,3658
1,5549,96,9,5300,3658
1,5550,96,4,5300,3658
1,5551,96,2,5300,3658
1,5552,96,11,5300,3658
1,5553,96,1,5300,3658
1,5554,96,3,5300,3658
1,5555,96,7,5300,3658
1,5556,96,11,5300,3658
1,5557,96,4,5300,3658
1,5558,96,12,5300,3658
1,5559,96,3,5300,3658
1,5560,96,2,5300,3658
1,5561,96,1,5300,3658
1,5562,96,9,5300,3658
1,5563,96,12,5300,3658
1,5564,96,1,5300,3658
1,5565,96,4,5300,3658
1,5566,96,4,5300,3658
1,5567,96,10,5300,3658
1,5568,96,1,5300,3658
1,5569,96,10,5300,3658
1,5570,96,2,5300,3658
1,5571,96,9,5300,3658
1,5572,96,2,5300,3658
1,5573,96,4,5300,3658
1,5574,96,10,5300,3658
1,5575,96,12,5300,3658
1,5576,96,4,5300,3658
1,5577,96,12,5300,3658
1,5578,96,7,5300,3658
1,5579,96,2,5300,3658
1,5580,96,1,5300,3658
1,5581,96,8,5300,3658
1,5582,96,1,5300,3658
1,5583,96,8,5300,3658
1,5584,96,1,5300,3658
1,5585,96,2,5300,3658
1,5586,96,8,5300,3658
1,5587,96,4,5300,3658
1,5588,96,6,5300,3658
1,5589,96,1,5300,3658
1,5590,96,5,5300,3658
1,5591,96,11,5300,3658
1,5592,96,10,5300,3658
1,5593,96,2,5300,3658
1,5594,96,10,5300,3658
1,5595,96,10,5300,3658
1,5596,96,11,5300,3658
1,5597,96,7,5300,3658
1,5598,96,3,5300,3658
1,5599,96,3,5300,3658
1,5600,96,5,5300,3658
1,5601,96,12,5300,3658
1,5602,96,12,5300,3658
1,5603,96,10,5300,3658
1,5604,96,8,5300,3658
1,5605,96,0,5300,3658
1,5606,96,2,5300,3658
1,5607,96,10,5300,3658
1,5608,96,4,5300,3658
1,5609,96,7,5300,3658
1,5610,96,7,5300,3658
1,5611,96,1,5300,3658
1,5612,96,3,5300,3658
1,5613,96,8,5300,3658
1,5614,96,2,5300,3658
1,5615,96,5,5300,3658
1,5616,96,9,5300,3658
1,5617,96,2,5300,3658
1,5618,96,12,5300,3658
1,5619,96,9,5300,3658
1,5620,96,2,5300,3658
1,5621,96,1,5300,3658
1,5622,96,9,5300,3658
1,5623,96,3,5300,3658
1,5624,96,8,5300,3658
1,5625,96,9,5300,3658
1,5626,96,1,5300,3658
1,5627,96,4,5300,3658
1,5628,96,0,5300,3658
1,5629,96,11,5300,3658
1,5630,96,10,5300,3658
1,5631,96,10,5300,3658
1,5632,96,3,5300,3658
1,5633,96,4,5300,3658
1,5634,96,6,5300,3658
1,5635,96,0,5300,3658
1,5636,96,3,5300,3658
1,5637,96,4,5300,3658
1,5638,96,0,5300,3658
1,5639,96,12,5300,3658
1,5640,96,0,5300,3658
1,5641,96,6,5300,3658
1,5642,96,4,5300,3658
1,5643,96,11,5300,3658
1,5644,96,2,5300,3658
1,5645,96,0,5300,3658
1,5646,96,0,5300,3658
1,5647,96,2,5300,3658
1,5648,96,7,5300,3658
1,5649,96,12,5300,3658
1,5650,96,12,5300,3658
1,5651,96,3,5300,3658
1,5652,96,7,5300,3658
1,5653,96,1,5300,3658
1,5654,96,6,5300,3658
1,5655,96,10,5300,3658
1,5656,96,4,5300,3658
1,5657,96,1,5300,3658
1,5658,96,5,5300,3658
1,5659,96,2,5300,3658
1,5660,96,1,5300,3658
1,5661,96,0,5300,3658
1,5662,96,11,5300,3658
1,5663,96,1,5300,3658
1,5664,96,0,5300,3658
1,5665,96,3,5300,3658
1,5666,96,0,5300,3658
1,5667,96,3,5300,3658
1,5668,96,12,5300,3658
1,5669,96,7,5300,3658
1,5670,96,8,5300,3658
1,5671,96,10,5300,3658
1,5672,96,1,5300,3658
1,5673,96,8,5300,3658
1,5674,96,7,5300,3658
1,5675,96,1,5300,3658
1,5676,96,4,5300,3658
1,5677,96,9,5300,3658
1,5678,96,11,5300,3658
1,5679,96,4,5300,3658
1,5680,96,5,5300,3658
1,5681,96,1,5300,3658
1,5682,96,0,5300,3658
1,5683,96,3,5300,3658
1,5684,96,9,5300,3658
1,5685,96,3,5300,3658
1,5686,96,3,5300,3658
1,5687,96,12,5300,3658
1,5688,96,9,5300,3658
1,5689,96,12,5300,3658
1,5690,96,10,5300,3658
1,5691,96,1,5300,3658
1,5692,96,10,5300,3658
1,5693,96,10,5300,3658
1,5694,96,4,5300,3658
1,5695,96,10,5300,3658
1,5696,96,4,5300,3658
1,5697,96,11,5300,3658
1,5698,96,10,5300,3658
1,5699,96,0,5300,3658
1,5700,96,7,5300,3658
1,5701,96,4,5300,3658
1,5702,96,8,5300,3658
1,5703,96,6,5300,3658
1,5704,96,10,5300,3658
1,5705,96,3,5300,3658
1,5706,96,6,5300,3658
1,5707,96,6,5300,3658
1,5708,96,7,5300,3658
1,5709,96,8,5300,3658
1,5710,96,12,5300,3658
1,5711,96,1,5300,3658
1,5712,96,9,5300,3658
1,5713,96,2,5300,3658
1,5714,96,8,5300,3658
1,5715,96,9,5300,3658
1,5716,96,7,5300,3658
1,5717,96,8,5300,3658
1,5718,96,5,5300,3658
1,5719,96,10,5300,3658
1,5720,96,9,5300,3658
1,5721,96,2,5300,3658
1,5722,96,12,5300,3658
1,5723,96,0,5300,3658
1,5724,96,0,5300,3658
1,5725,96,0,5300,3658
1,5726,96,3,5300,3658
1,5727,96,11,5300,3658
1,5728,96,12,5300,3658
1,5729,96,3,5300,3658
1,5730,96,12,5300,3658
1,5731,96,11,5300,3658
1,5732,96,12,5300,3658
1,5733,96,4,5300,3658
1,5734,96,10,5300,3658
1,5735,96,2,5300,3658
1,5736,96,10,5300,3658
1,5737,96,11,5300,3658
1,5738,96,9,5300,3658
1,5739,96,4,5300,3658
1,5740,96,8,5300,3658
1,5741,96,3,5300,3658
1,5742,96,8,5300,3658
1,5743,96,2,5300,3658
1,5744,96,8,5300,3658
1,5745,96,2,5300,3658
1,5746,96,9,5300,3658
1,5747,96,7,5300,3658
1,5748,96,1,5300,3658
1,5749,96,10,5300,3658
1,5750,96,2,5300,3658
1,5751,96,11,5300,3658
1,5752,96,0,5300,3658
1,5753,96,8,5300,3658
1,5754,96,7,5300,3658
1,5755,96,9,5300,3658
1,5756,96,1,5300,3658
1,5757,96,12,5300,3658
1,5758,96,10,5300,3658
1,5759,96,0,5300,3658
1,5760,96,2,5300,3658
1,5761,96,8,5300,3658
1,5762,96,3,5300,3658
1,5763,96,6,5300,3658
1,5764,96,6,5300,3658
1,5765,96,8,5300,3658
1,5766,96,9,5300,3658
1,5767,96,0,5300,3658
1,5768,96,7,5300,3658
1,5769,96,11,5300,3658
1,5770,96,8,5300,3658
1,5771,96,10,5300,3658
1,5772,96,11,5300,3658
1,5773,96,2,5300,3658
1,5774,96,5,5300,3658
1,5775,96,12,5300,3658
1,5776,96,4,5300,3658
1,5777,96,10,5300,3658
1,5778,96,2,5300,3658
1,5779,96,6,5300,3658
1,5780,96,8,5300,3658
1,5781,96,4,5300,3658
1,5782,96,10,5300,3658
1,5783,96,10,5300,3658
1,5784,96,3,5300,3658
1,5785,96,4,5300,3658
1,5786,96,2,5300,3658
1,5787,96,3,5300,3658
1,5788,96,10,5300,3658
1,5789,96,1,5300,3658
1,5790,96,6,5300,3658
1,5791,96,11,5300,3658
1,5792,96,6,5300,3658
1,5793,96,8,5300,3658
1,5794,96,8,5300,3658
1,5795,96,5,5300,3658
1,5796,96,0,5300,3658
1,5797,96,1,5300,3658
1,5798,96,3,5300,3658
1,5799,96,7,5300,3658
1,5800,96,7,5300,3658
1,5801,96,3,5300,3658
1,5802,96,3,5300,3658
1,5803,96,10,5300,3658
1,5804,96,4,5300,3658
1,5805,96,3,5300,3658
1,5806,96,7,5300,3658
1,5807,96,2,5300,3658
1,5808,96,9,5300,3658
1,5809,96,2,5300,3658
1,5810,96,6,5300,3658
1,5811,96,10,5300,3658
1,5812,96,5,5300,3658
1,5813,96,9,5300,3658
1,5814,96,12,5300,3658
1,5815,96,11,5300,3658
1,5816,96,9,5300,3658
1,5817,96,6,5300,3658
1,5818,96,12,5300,3658
1,5819,96,12,5300,3658
1,5820,96,10,5300,3658
1,5821,96,12,5300,3658
1,5822,96,9,5300,3658
1,5823,96,2,5300,3658
1,5824,96,3,5300,3658
1,5825,96,9,5300,3658
1,5826,96,12,5300,3658
1,5827,96,0,5300,3658
1,5828,96,4,5300,3658
1,5829,96,6,5300,3658
1,5830,96,2,5300,3658
1,5831,96,7,5300,3658
1,5832,96,3,5300,3658
1,5833,96,0,5300,3658
1,5834,96,11,5300,3658
1,5835,96,1,5300,3658
1,5836,96,1,5300,3658
1,5837,96,3,5300,3658
1,5838,96,1,5300,3658
1,5839,96,12,5300,3658
1,5840,96,6,5300,3658
1,5841,96,1,5300,3658
1,5842,96,3,5300,3658
1,5843,96,6,5300,3658
1,5844,96,5,5300,3658
1,5845,96,1,5300,3658
1,5846,96,0,5300,3658
1,5847,96,3,5300,3658
1,5848,96,9,5300,3658
1,5849,96,1,5300,3658
1,5850,96,11,5300,3658
1,5851,96,6,5300,3658
1,5852,96,4,5300,3658
1,5853,96,4,5300,3658
1,5854,96,12,5300,3658
1,5855,96,11,5300,3658
1,5856,96,5,5300,3658
1,5857,96,3,5300,3658
1,5858,96,0,5300,3658
1,5859,96,7,5300,3658
1,5860,96,8,5300,3658
1,5861,96,11,5300,3658
1,5862,96,11,5300,3658
1,5863,96,1,5300,3658
1,5864,96,1,5300,3658
1,5865,96,9,5300,3658
1,5866,96,4,5300,3658
1,5867,96,11,5300,3658
1,5868,96,12,5300,3658
1,5869,96,11,5300,3658
1,5870,96,0,5300,3658
1,5871,96,8,5300,3658
1,5872,96,1,5300,3658
1,5873,96,7,5300,3658
1,5874,96,10,5300,3658
1,5875,96,0,5300,3658
1,5876,96,2,5300,3658
1,5877,96,1,5300,3658
1,5878,96,11,5300,3658
1,5879,96,5,5300,3658
1,5880,96,8,5300,3658
1,5881,96,1,5300,3658
1,5882,96,8,5300,3658
1,5883,96,5,5300,3658
1,5884,96,5,5300,3658
1,5885,96,6,5300,3658
1,5886,96,12,5300,3658
1,5887,96,6,5300,3658
1,5888,96,0,5300,3658
1,5889,96,6,5300,3658
1,5890,96,2,5300,3658
1,5891,96,7,5300,3658
1,5892,96,6,5300,3658
1,5893,96,0,5300,3658
1,5894,96,4,5300,3658
1,5895,96,0,5300,3658
1,5896,96,3,5300,3658
1,5897,96,7,5300,3658
1,5898,96,0,5300,3658
1,5899,96,10,5300,3658
1,5900,96,3,5300,3658
1,5901,96,4,5300,3658
1,5902,96,4,5300,3658
1,5903,96,0,5300,3658
1,5904,96,0,5300,3658
1,5905,96,2,5300,3658
1,5906,96,0,5300,3658
1,5907,96,5,5300,3658
1,5908,96,11,5300,3658
1,5909,96,1,5300,3658
1,5910,96,1,5300,3658
1,5911,96,5,5300,3658
1,5912,96,3,5300,3658
1,5913,96,6,5300,3658
1,5914,96,3,5300,3658
1,5915,96,1,5300,3658
1,5916,96,10,5300,3658
1,5917,96,12,5300,3658
1,5918,96,2,5300,3658
1,5919,96,8,5300,3658
1,5920,96,8,5300,3658
1,5921,96,5,5300,3658
1,5922,96,12,5300,3658
